"sep=;"
"ordinal_id";"github_repo_id";"repo_full_name";"repo_html_url";"repo_forks_count";"stargazers_count";"contributors_count";"repo_created_at";"repo_is_fork";"repo_has_issues";"repo_open_issues_count";"repo_has_wiki";"repo_network_count";"repo_pushed_at";"repo_size";"repo_updated_at";"repo_watchers_count";"project_id";"project_name";"project_url";"project_htmlurl";"project_created_at";"project_updated_at";"project_homepage_url";"project_average_rating";"project_rating_count";"project_review_count";"project_activity_level";"project_user_count";"twelve_month_contributor_count";"total_contributor_count";"twelve_month_commit_count";"total_commit_count";"total_code_lines";"main_language_name";"developer_works_during_bd";"developer_works_period";"developer_all_pushes";"developer_all_stars_given";"developer_all_creations";"developer_all_issues_created";"developer_all_pull_requests"
"17";"Racenet/racesow";"Racenet/racesow";"https://github.com/Racenet/racesow";"6";"12";"4";"2011-05-21 13:49:08";"False";"True";"0";"True";"6";"2012-11-26 17:36:00";"81426";"2014-01-13 17:45:10";"12";"11225";"Racesow";"https://www.openhub.net/p/racesow.xml";"https://www.openhub.net/p/racesow";"2008-01-23T20:46:25Z";"2014-09-18T00:33:35Z";"http://racesow.warsow-race.net/";"5.0";"5";"1";"0";"11";"0";"15";"3";"1031";"1807817";"C";"False";"5";"7";"0";"0";"2";"0"
"23";"clintbellanger/flare-engine";"clintbellanger/flare-engine";"https://github.com/clintbellanger/flare-engine";"87";"262";"7";"2012-09-17 20:30:02";"False";"True";"60";"True";"87";"2015-01-18 22:20:40";"16876";"2015-01-18 22:20:40";"262";"483212";"Flare";"https://www.openhub.net/p/flare-rpg-engine.xml";"https://www.openhub.net/p/flare-rpg-engine";"2010-05-26T15:30:58Z";"2015-01-10T23:12:18Z";"https://github.com/clintbellanger/flare-engine";"5.0";"5";"0";"60";"10";"13";"61";"772";"4687";"32727";"C++";"True";"40";"80";"0";"5";"3";"4"
"58";"PerlGameDev/Alien-SDL";"PerlGameDev/Alien-SDL";"https://github.com/PerlGameDev/Alien-SDL";"3";"10";"3";"2009-08-07 01:16:59";"False";"True";"1";"False";"3";"2014-09-25 12:15:38";"1307";"2014-09-08 20:24:54";"10";"43354";"SDL Perl";"https://www.openhub.net/p/sdlpl.xml";"https://www.openhub.net/p/sdlpl";"2008-12-15T14:47:01Z";"2015-01-10T20:48:02Z";"http://sdl.perl.org";"5.0";"2";"0";"40";"5";"3";"35";"33";"3260";"63042";"Perl";"False";"4";"4";"0";"0";"0";"0"
"34";"aburch/simutrans";"aburch/simutrans";"https://github.com/aburch/simutrans";"48";"80";"1";"2009-01-22 18:45:16";"False";"False";"1";"False";"48";"2015-01-19 23:37:18";"25997";"2015-01-19 23:37:18";"80";"33132";"Simutrans";"https://www.openhub.net/p/simutrans.xml";"https://www.openhub.net/p/simutrans";"2008-12-07T00:50:46Z";"2014-11-09T15:01:54Z";"http://www.simutrans.com/";"5.0";"4";"0";"0";"7";"5";"9";"722";"6780";"139064";"C++";"True";"48";"97";"0";"4";"0";"0"
"17";"Racenet/racesow";"Racenet/racesow";"https://github.com/Racenet/racesow";"6";"12";"4";"2011-05-21 13:49:08";"False";"True";"0";"True";"6";"2012-11-26 17:36:00";"81426";"2014-01-13 17:45:10";"12";"11225";"Racesow";"https://www.openhub.net/p/racesow.xml";"https://www.openhub.net/p/racesow";"2008-01-23T20:46:25Z";"2014-09-18T00:33:35Z";"http://racesow.warsow-race.net/";"5.0";"5";"1";"0";"11";"0";"15";"3";"1031";"1807817";"C";"True";"8";"7";"0";"4";"0";"0"
"58";"PerlGameDev/Alien-SDL";"PerlGameDev/Alien-SDL";"https://github.com/PerlGameDev/Alien-SDL";"3";"10";"3";"2009-08-07 01:16:59";"False";"True";"1";"False";"3";"2014-09-25 12:15:38";"1307";"2014-09-08 20:24:54";"10";"43354";"SDL Perl";"https://www.openhub.net/p/sdlpl.xml";"https://www.openhub.net/p/sdlpl";"2008-12-15T14:47:01Z";"2015-01-10T20:48:02Z";"http://sdl.perl.org";"5.0";"2";"0";"40";"5";"3";"35";"33";"3260";"63042";"Perl";"False";"26";"36";"0";"0";"3";"0"
"48";"etlegacy/etlegacy";"etlegacy/etlegacy";"https://github.com/etlegacy/etlegacy";"30";"101";"6";"2012-02-28 12:49:20";"False";"False";"1";"False";"30";"2015-01-19 20:51:49";"54362";"2015-01-19 21:59:27";"101";"598121";"Enemy Territory: Legacy";"https://www.openhub.net/p/etlegacy.xml";"https://www.openhub.net/p/etlegacy";"2012-05-15T10:52:34Z";"2014-11-16T21:48:13Z";"http://etlegacy.com";"5.0";"6";"0";"0";"6";"21";"39";"1297";"3829";"454314";"C";"True";"3";"0";"0";"0";"0";"0"
"34";"aburch/simutrans";"aburch/simutrans";"https://github.com/aburch/simutrans";"48";"80";"1";"2009-01-22 18:45:16";"False";"False";"1";"False";"48";"2015-01-19 23:37:18";"25997";"2015-01-19 23:37:18";"80";"33132";"Simutrans";"https://www.openhub.net/p/simutrans.xml";"https://www.openhub.net/p/simutrans";"2008-12-07T00:50:46Z";"2014-11-09T15:01:54Z";"http://www.simutrans.com/";"5.0";"4";"0";"0";"7";"5";"9";"722";"6780";"139064";"C++";"True";"48";"97";"0";"4";"0";"0"
"17";"Racenet/racesow";"Racenet/racesow";"https://github.com/Racenet/racesow";"6";"12";"4";"2011-05-21 13:49:08";"False";"True";"0";"True";"6";"2012-11-26 17:36:00";"81426";"2014-01-13 17:45:10";"12";"11225";"Racesow";"https://www.openhub.net/p/racesow.xml";"https://www.openhub.net/p/racesow";"2008-01-23T20:46:25Z";"2014-09-18T00:33:35Z";"http://racesow.warsow-race.net/";"5.0";"5";"1";"0";"11";"0";"15";"3";"1031";"1807817";"C";"None";"0";"0";"0";"0";"0";"0"
"48";"etlegacy/etlegacy";"etlegacy/etlegacy";"https://github.com/etlegacy/etlegacy";"30";"101";"6";"2012-02-28 12:49:20";"False";"False";"1";"False";"30";"2015-01-19 20:51:49";"54362";"2015-01-19 21:59:27";"101";"598121";"Enemy Territory: Legacy";"https://www.openhub.net/p/etlegacy.xml";"https://www.openhub.net/p/etlegacy";"2012-05-15T10:52:34Z";"2014-11-16T21:48:13Z";"http://etlegacy.com";"5.0";"6";"0";"0";"6";"21";"39";"1297";"3829";"454314";"C";"False";"255";"998";"0";"0";"0";"4"
"17";"Racenet/racesow";"Racenet/racesow";"https://github.com/Racenet/racesow";"6";"12";"4";"2011-05-21 13:49:08";"False";"True";"0";"True";"6";"2012-11-26 17:36:00";"81426";"2014-01-13 17:45:10";"12";"11225";"Racesow";"https://www.openhub.net/p/racesow.xml";"https://www.openhub.net/p/racesow";"2008-01-23T20:46:25Z";"2014-09-18T00:33:35Z";"http://racesow.warsow-race.net/";"5.0";"5";"1";"0";"11";"0";"15";"3";"1031";"1807817";"C";"None";"0";"0";"0";"0";"0";"0"
"58";"PerlGameDev/SDL";"PerlGameDev/SDL";"https://github.com/PerlGameDev/SDL";"23";"62";"21";"2009-08-01 18:32:18";"False";"True";"86";"True";"23";"2014-05-18 08:02:13";"30803";"2015-01-02 04:12:08";"62";"43354";"SDL Perl";"https://www.openhub.net/p/sdlpl.xml";"https://www.openhub.net/p/sdlpl";"2008-12-15T14:47:01Z";"2015-01-10T20:48:02Z";"http://sdl.perl.org";"5.0";"2";"0";"40";"5";"3";"35";"33";"3260";"63042";"Perl";"False";"8";"0";"3";"1";"0";"0"
