"sep=;"
"ordinal_id";"github_repo_id";"repo_full_name";"repo_html_url";"repo_forks_count";"repo_stargazers_count";"repo_created_at";"repo_is_fork";"repo_has_issues";"repo_open_issues_count";"repo_has_wiki";"repo_network_count";"repo_pushed_at";"repo_size";"repo_updated_at";"wrepo_atchers_count";"project_id";"project_name";"project_url";"project_htmlurl";"project_created_at";"project_updated_at";"project_homepage_url";"project_average_rating";"project_rating_count";"project_review_count";"project_activity_level";"project_user_count";"twelve_month_contributor_count";"total_contributor_count";"twelve_month_commit_count";"total_commit_count";"total_code_lines";"main_language_name";"developer_works_during_bd";"developer_works_period";"developer_all_pushes";"developer_all_stars_given";"developer_all_creations";"developer_all_issues_created";"developer_all_pull_requests"
"1337";"postrank-labs/goliath";"postrank-labs/goliath";"https://github.com/postrank-labs/goliath";"199";"2077";"25";"2011-01-06 21:25:45";"False";"True";"22";"True";"199";"2015-01-02 16:16:08";"3387";"2015-01-04 15:32:21";"2077";"583980";"Goliath";"https://www.openhub.net/p/Goliath.xml";"https://www.openhub.net/p/Goliath";"2011-05-21T04:03:47Z";"2015-01-02T22:11:47Z";"http://goliath.io";"None";"0";"0";"40";"2";"10";"81";"25";"728";"6128";"Ruby";"True";"1";"0";"0";"0";"0";"0"
"1045";"sonatype/plexus-pom";"sonatype/plexus-pom";"https://github.com/sonatype/plexus-pom";"0";"1";"31";"2010-11-02 17:20:02";"False";"True";"0";"True";"0";"2014-11-14 18:39:48";"14488";"2013-11-29 07:54:46";"1";"5381";"Plexus";"https://www.openhub.net/p/plexus.xml";"https://www.openhub.net/p/plexus";"2007-05-15T08:41:46Z";"2015-01-05T19:10:43Z";"http://plexus.codehaus.org";"4.0";"3";"0";"60";"13";"17";"93";"333";"13854";"480388";"Java";"False";"1358";"2220";"0";"285";"0";"295"
"1343";"pyjs/pyjs";"pyjs/pyjs";"https://github.com/pyjs/pyjs";"128";"511";"8";"2012-04-08 09:00:40";"False";"True";"319";"True";"128";"2014-06-20 07:56:31";"21860";"2015-01-05 20:42:55";"511";"597873";"Pyjs";"https://www.openhub.net/p/pyjs.xml";"https://www.openhub.net/p/pyjs";"2012-05-05T03:17:56Z";"2014-10-20T20:43:12Z";"http://pyjs.org";"None";"0";"0";"0";"2";"8";"73";"87";"4468";"129598";"Python";"True";"19";"32";"15";"4";"6";"0"
"1352";"Pylons/pyramid";"Pylons/pyramid";"https://github.com/Pylons/pyramid";"541";"1565";"19";"2010-10-24 22:00:35";"False";"True";"123";"True";"541";"2015-01-02 05:51:49";"29946";"2015-01-04 16:37:15";"1565";"712971";"python-pyramid";"https://www.openhub.net/p/python-pyramid.xml";"https://www.openhub.net/p/python-pyramid";"2014-01-09T03:03:52Z";"2015-01-02T22:35:07Z";"http://pylonsproject.org";"None";"0";"0";"60";"2";"53";"222";"480";"7965";"56604";"Python";"True";"574";"779";"0";"21";"43";"71"
"1138";"mulesoft/mule";"mulesoft/mule";"https://github.com/mulesoft/mule";"213";"151";"156";"2012-12-07 19:23:06";"False";"False";"12";"True";"213";"2015-01-05 22:45:54";"376185";"2015-01-05 20:53:03";"151";"3496";"Mule";"https://www.openhub.net/p/mule.xml";"https://www.openhub.net/p/mule";"2006-10-31T20:59:01Z";"2015-01-03T22:22:43Z";"http://www.mulesoft.org";"3.92857";"14";"0";"70";"22";"42";"120";"1684";"53952";"1996469";"Java";"False";"12";"43";"0";"0";"0";"0"
"1337";"postrank-labs/goliath";"postrank-labs/goliath";"https://github.com/postrank-labs/goliath";"199";"2077";"25";"2011-01-06 21:25:45";"False";"True";"22";"True";"199";"2015-01-02 16:16:08";"3387";"2015-01-04 15:32:21";"2077";"583980";"Goliath";"https://www.openhub.net/p/Goliath.xml";"https://www.openhub.net/p/Goliath";"2011-05-21T04:03:47Z";"2015-01-02T22:11:47Z";"http://goliath.io";"None";"0";"0";"40";"2";"10";"81";"25";"728";"6128";"Ruby";"True";"1161";"504";"45";"0";"373";"78"
"1045";"sonatype/plexus-pom";"sonatype/plexus-pom";"https://github.com/sonatype/plexus-pom";"0";"1";"31";"2010-11-02 17:20:02";"False";"True";"0";"True";"0";"2014-11-14 18:39:48";"14488";"2013-11-29 07:54:46";"1";"5381";"Plexus";"https://www.openhub.net/p/plexus.xml";"https://www.openhub.net/p/plexus";"2007-05-15T08:41:46Z";"2015-01-05T19:10:43Z";"http://plexus.codehaus.org";"4.0";"3";"0";"60";"13";"17";"93";"333";"13854";"480388";"Java";"True";"3";"0";"0";"0";"0";"0"
"1343";"pyjs/pyjs";"pyjs/pyjs";"https://github.com/pyjs/pyjs";"128";"511";"8";"2012-04-08 09:00:40";"False";"True";"319";"True";"128";"2014-06-20 07:56:31";"21860";"2015-01-05 20:42:55";"511";"597873";"Pyjs";"https://www.openhub.net/p/pyjs.xml";"https://www.openhub.net/p/pyjs";"2012-05-05T03:17:56Z";"2014-10-20T20:43:12Z";"http://pyjs.org";"None";"0";"0";"0";"2";"8";"73";"87";"4468";"129598";"Python";"True";"1";"1";"0";"0";"0";"0"
"1040";"zikula/core";"zikula/core";"https://github.com/zikula/core";"70";"147";"15";"2010-07-18 10:35:53";"False";"True";"111";"True";"70";"2015-01-05 21:10:38";"56085";"2015-01-05 21:10:38";"147";"71";"Zikula";"https://www.openhub.net/p/zikula.xml";"https://www.openhub.net/p/zikula";"2006-10-10T15:51:31Z";"2015-01-05T20:38:43Z";"http://zikula.org";"4.0";"23";"3";"0";"31";"12";"59";"106";"5408";"295314";"PHP";"True";"2100";"448";"0";"0";"199";"127"
"1352";"Pylons/pyramid";"Pylons/pyramid";"https://github.com/Pylons/pyramid";"541";"1565";"19";"2010-10-24 22:00:35";"False";"True";"123";"True";"541";"2015-01-02 05:51:49";"29946";"2015-01-04 16:37:15";"1565";"712971";"python-pyramid";"https://www.openhub.net/p/python-pyramid.xml";"https://www.openhub.net/p/python-pyramid";"2014-01-09T03:03:52Z";"2015-01-02T22:35:07Z";"http://pylonsproject.org";"None";"0";"0";"60";"2";"53";"222";"480";"7965";"56604";"Python";"True";"9";"9";"3";"0";"0";"6"
"1138";"mulesoft/mule";"mulesoft/mule";"https://github.com/mulesoft/mule";"213";"151";"156";"2012-12-07 19:23:06";"False";"False";"12";"True";"213";"2015-01-05 22:45:54";"376185";"2015-01-05 20:53:03";"151";"3496";"Mule";"https://www.openhub.net/p/mule.xml";"https://www.openhub.net/p/mule";"2006-10-31T20:59:01Z";"2015-01-03T22:22:43Z";"http://www.mulesoft.org";"3.92857";"14";"0";"70";"22";"42";"120";"1684";"53952";"1996469";"Java";"False";"124";"286";"1";"113";"0";"0"
"1337";"postrank-labs/goliath";"postrank-labs/goliath";"https://github.com/postrank-labs/goliath";"199";"2077";"25";"2011-01-06 21:25:45";"False";"True";"22";"True";"199";"2015-01-02 16:16:08";"3387";"2015-01-04 15:32:21";"2077";"583980";"Goliath";"https://www.openhub.net/p/Goliath.xml";"https://www.openhub.net/p/Goliath";"2011-05-21T04:03:47Z";"2015-01-02T22:11:47Z";"http://goliath.io";"None";"0";"0";"40";"2";"10";"81";"25";"728";"6128";"Ruby";"False";"12";"4";"36";"0";"0";"0"
"1045";"sonatype/plexus-pom";"sonatype/plexus-pom";"https://github.com/sonatype/plexus-pom";"0";"1";"31";"2010-11-02 17:20:02";"False";"True";"0";"True";"0";"2014-11-14 18:39:48";"14488";"2013-11-29 07:54:46";"1";"5381";"Plexus";"https://www.openhub.net/p/plexus.xml";"https://www.openhub.net/p/plexus";"2007-05-15T08:41:46Z";"2015-01-05T19:10:43Z";"http://plexus.codehaus.org";"4.0";"3";"0";"60";"13";"17";"93";"333";"13854";"480388";"Java";"True";"2";"0";"0";"2";"0";"0"
"1343";"pyjs/pyjs";"pyjs/pyjs";"https://github.com/pyjs/pyjs";"128";"511";"8";"2012-04-08 09:00:40";"False";"True";"319";"True";"128";"2014-06-20 07:56:31";"21860";"2015-01-05 20:42:55";"511";"597873";"Pyjs";"https://www.openhub.net/p/pyjs.xml";"https://www.openhub.net/p/pyjs";"2012-05-05T03:17:56Z";"2014-10-20T20:43:12Z";"http://pyjs.org";"None";"0";"0";"0";"2";"8";"73";"87";"4468";"129598";"Python";"None";"0";"0";"0";"0";"0";"0"
"1040";"zikula/core";"zikula/core";"https://github.com/zikula/core";"70";"147";"15";"2010-07-18 10:35:53";"False";"True";"111";"True";"70";"2015-01-05 21:10:38";"56085";"2015-01-05 21:10:38";"147";"71";"Zikula";"https://www.openhub.net/p/zikula.xml";"https://www.openhub.net/p/zikula";"2006-10-10T15:51:31Z";"2015-01-05T20:38:43Z";"http://zikula.org";"4.0";"23";"3";"0";"31";"12";"59";"106";"5408";"295314";"PHP";"False";"10";"3";"5";"0";"0";"1"
"1352";"Pylons/pyramid";"Pylons/pyramid";"https://github.com/Pylons/pyramid";"541";"1565";"19";"2010-10-24 22:00:35";"False";"True";"123";"True";"541";"2015-01-02 05:51:49";"29946";"2015-01-04 16:37:15";"1565";"712971";"python-pyramid";"https://www.openhub.net/p/python-pyramid.xml";"https://www.openhub.net/p/python-pyramid";"2014-01-09T03:03:52Z";"2015-01-02T22:35:07Z";"http://pylonsproject.org";"None";"0";"0";"60";"2";"53";"222";"480";"7965";"56604";"Python";"True";"1683";"1037";"0";"206";"0";"288"
"1138";"mulesoft/mule";"mulesoft/mule";"https://github.com/mulesoft/mule";"213";"151";"156";"2012-12-07 19:23:06";"False";"False";"12";"True";"213";"2015-01-05 22:45:54";"376185";"2015-01-05 20:53:03";"151";"3496";"Mule";"https://www.openhub.net/p/mule.xml";"https://www.openhub.net/p/mule";"2006-10-31T20:59:01Z";"2015-01-03T22:22:43Z";"http://www.mulesoft.org";"3.92857";"14";"0";"70";"22";"42";"120";"1684";"53952";"1996469";"Java";"True";"126";"76";"0";"62";"0";"104"
"1337";"postrank-labs/goliath";"postrank-labs/goliath";"https://github.com/postrank-labs/goliath";"199";"2077";"25";"2011-01-06 21:25:45";"False";"True";"22";"True";"199";"2015-01-02 16:16:08";"3387";"2015-01-04 15:32:21";"2077";"583980";"Goliath";"https://www.openhub.net/p/Goliath.xml";"https://www.openhub.net/p/Goliath";"2011-05-21T04:03:47Z";"2015-01-02T22:11:47Z";"http://goliath.io";"None";"0";"0";"40";"2";"10";"81";"25";"728";"6128";"Ruby";"False";"336";"775";"0";"13";"5";"41"
"1045";"sonatype/plexus-pom";"sonatype/plexus-pom";"https://github.com/sonatype/plexus-pom";"0";"1";"31";"2010-11-02 17:20:02";"False";"True";"0";"True";"0";"2014-11-14 18:39:48";"14488";"2013-11-29 07:54:46";"1";"5381";"Plexus";"https://www.openhub.net/p/plexus.xml";"https://www.openhub.net/p/plexus";"2007-05-15T08:41:46Z";"2015-01-05T19:10:43Z";"http://plexus.codehaus.org";"4.0";"3";"0";"60";"13";"17";"93";"333";"13854";"480388";"Java";"None";"0";"0";"0";"0";"0";"0"
"1040";"zikula/core";"zikula/core";"https://github.com/zikula/core";"70";"147";"15";"2010-07-18 10:35:53";"False";"True";"111";"True";"70";"2015-01-05 21:10:38";"56085";"2015-01-05 21:10:38";"147";"71";"Zikula";"https://www.openhub.net/p/zikula.xml";"https://www.openhub.net/p/zikula";"2006-10-10T15:51:31Z";"2015-01-05T20:38:43Z";"http://zikula.org";"4.0";"23";"3";"0";"31";"12";"59";"106";"5408";"295314";"PHP";"None";"0";"0";"0";"0";"0";"0"
"1352";"Pylons/pyramid";"Pylons/pyramid";"https://github.com/Pylons/pyramid";"541";"1565";"19";"2010-10-24 22:00:35";"False";"True";"123";"True";"541";"2015-01-02 05:51:49";"29946";"2015-01-04 16:37:15";"1565";"712971";"python-pyramid";"https://www.openhub.net/p/python-pyramid.xml";"https://www.openhub.net/p/python-pyramid";"2014-01-09T03:03:52Z";"2015-01-02T22:35:07Z";"http://pylonsproject.org";"None";"0";"0";"60";"2";"53";"222";"480";"7965";"56604";"Python";"True";"15";"29";"0";"2";"0";"3"
"1138";"mulesoft/mule";"mulesoft/mule";"https://github.com/mulesoft/mule";"213";"151";"156";"2012-12-07 19:23:06";"False";"False";"12";"True";"213";"2015-01-05 22:45:54";"376185";"2015-01-05 20:53:03";"151";"3496";"Mule";"https://www.openhub.net/p/mule.xml";"https://www.openhub.net/p/mule";"2006-10-31T20:59:01Z";"2015-01-03T22:22:43Z";"http://www.mulesoft.org";"3.92857";"14";"0";"70";"22";"42";"120";"1684";"53952";"1996469";"Java";"True";"2";"0";"1";"1";"0";"0"
"1337";"postrank-labs/goliath";"postrank-labs/goliath";"https://github.com/postrank-labs/goliath";"199";"2077";"25";"2011-01-06 21:25:45";"False";"True";"22";"True";"199";"2015-01-02 16:16:08";"3387";"2015-01-04 15:32:21";"2077";"583980";"Goliath";"https://www.openhub.net/p/Goliath.xml";"https://www.openhub.net/p/Goliath";"2011-05-21T04:03:47Z";"2015-01-02T22:11:47Z";"http://goliath.io";"None";"0";"0";"40";"2";"10";"81";"25";"728";"6128";"Ruby";"True";"28";"60";"15";"9";"0";"12"
"1045";"sonatype/plexus-pom";"sonatype/plexus-pom";"https://github.com/sonatype/plexus-pom";"0";"1";"31";"2010-11-02 17:20:02";"False";"True";"0";"True";"0";"2014-11-14 18:39:48";"14488";"2013-11-29 07:54:46";"1";"5381";"Plexus";"https://www.openhub.net/p/plexus.xml";"https://www.openhub.net/p/plexus";"2007-05-15T08:41:46Z";"2015-01-05T19:10:43Z";"http://plexus.codehaus.org";"4.0";"3";"0";"60";"13";"17";"93";"333";"13854";"480388";"Java";"False";"25";"22";"4";"5";"0";"0"
"1040";"zikula/core";"zikula/core";"https://github.com/zikula/core";"70";"147";"15";"2010-07-18 10:35:53";"False";"True";"111";"True";"70";"2015-01-05 21:10:38";"56085";"2015-01-05 21:10:38";"147";"71";"Zikula";"https://www.openhub.net/p/zikula.xml";"https://www.openhub.net/p/zikula";"2006-10-10T15:51:31Z";"2015-01-05T20:38:43Z";"http://zikula.org";"4.0";"23";"3";"0";"31";"12";"59";"106";"5408";"295314";"PHP";"None";"0";"0";"0";"0";"0";"0"
"1352";"Pylons/pyramid";"Pylons/pyramid";"https://github.com/Pylons/pyramid";"541";"1565";"19";"2010-10-24 22:00:35";"False";"True";"123";"True";"541";"2015-01-02 05:51:49";"29946";"2015-01-04 16:37:15";"1565";"712971";"python-pyramid";"https://www.openhub.net/p/python-pyramid.xml";"https://www.openhub.net/p/python-pyramid";"2014-01-09T03:03:52Z";"2015-01-02T22:35:07Z";"http://pylonsproject.org";"None";"0";"0";"60";"2";"53";"222";"480";"7965";"56604";"Python";"True";"1";"0";"0";"0";"0";"0"
"1138";"mulesoft/mule";"mulesoft/mule";"https://github.com/mulesoft/mule";"213";"151";"156";"2012-12-07 19:23:06";"False";"False";"12";"True";"213";"2015-01-05 22:45:54";"376185";"2015-01-05 20:53:03";"151";"3496";"Mule";"https://www.openhub.net/p/mule.xml";"https://www.openhub.net/p/mule";"2006-10-31T20:59:01Z";"2015-01-03T22:22:43Z";"http://www.mulesoft.org";"3.92857";"14";"0";"70";"22";"42";"120";"1684";"53952";"1996469";"Java";"False";"0";"0";"0";"0";"0";"0"
"1344";"yahoo/mojito";"yahoo/mojito";"https://github.com/yahoo/mojito";"247";"1589";"12";"2012-03-29 19:41:48";"False";"True";"36";"True";"247";"2014-12-08 17:50:45";"80978";"2015-01-03 15:53:37";"1589";"598170";"Yahoo! Mojito Framework";"https://www.openhub.net/p/yahoo_mojito.xml";"https://www.openhub.net/p/yahoo_mojito";"2012-05-16T19:22:30Z";"2015-01-02T23:15:22Z";"http://developer.yahoo.com/cocktails/mojito/";"None";"0";"0";"40";"2";"11";"57";"341";"4012";"60864";"JavaScript";"True";"3384";"1979";"0";"620";"0";"813"
"1337";"postrank-labs/goliath";"postrank-labs/goliath";"https://github.com/postrank-labs/goliath";"199";"2077";"25";"2011-01-06 21:25:45";"False";"True";"22";"True";"199";"2015-01-02 16:16:08";"3387";"2015-01-04 15:32:21";"2077";"583980";"Goliath";"https://www.openhub.net/p/Goliath.xml";"https://www.openhub.net/p/Goliath";"2011-05-21T04:03:47Z";"2015-01-02T22:11:47Z";"http://goliath.io";"None";"0";"0";"40";"2";"10";"81";"25";"728";"6128";"Ruby";"True";"15";"6";"15";"0";"5";"3"
"1045";"sonatype/plexus-pom";"sonatype/plexus-pom";"https://github.com/sonatype/plexus-pom";"0";"1";"31";"2010-11-02 17:20:02";"False";"True";"0";"True";"0";"2014-11-14 18:39:48";"14488";"2013-11-29 07:54:46";"1";"5381";"Plexus";"https://www.openhub.net/p/plexus.xml";"https://www.openhub.net/p/plexus";"2007-05-15T08:41:46Z";"2015-01-05T19:10:43Z";"http://plexus.codehaus.org";"4.0";"3";"0";"60";"13";"17";"93";"333";"13854";"480388";"Java";"True";"1";"0";"0";"0";"0";"0"
"1040";"zikula/core";"zikula/core";"https://github.com/zikula/core";"70";"147";"15";"2010-07-18 10:35:53";"False";"True";"111";"True";"70";"2015-01-05 21:10:38";"56085";"2015-01-05 21:10:38";"147";"71";"Zikula";"https://www.openhub.net/p/zikula.xml";"https://www.openhub.net/p/zikula";"2006-10-10T15:51:31Z";"2015-01-05T20:38:43Z";"http://zikula.org";"4.0";"23";"3";"0";"31";"12";"59";"106";"5408";"295314";"PHP";"False";"28";"21";"13";"0";"13";"4"
"1138";"mulesoft/mule";"mulesoft/mule";"https://github.com/mulesoft/mule";"213";"151";"156";"2012-12-07 19:23:06";"False";"False";"12";"True";"213";"2015-01-05 22:45:54";"376185";"2015-01-05 20:53:03";"151";"3496";"Mule";"https://www.openhub.net/p/mule.xml";"https://www.openhub.net/p/mule";"2006-10-31T20:59:01Z";"2015-01-03T22:22:43Z";"http://www.mulesoft.org";"3.92857";"14";"0";"70";"22";"42";"120";"1684";"53952";"1996469";"Java";"None";"0";"0";"0";"0";"0";"0"
"1352";"Pylons/pyramid";"Pylons/pyramid";"https://github.com/Pylons/pyramid";"541";"1565";"19";"2010-10-24 22:00:35";"False";"True";"123";"True";"541";"2015-01-02 05:51:49";"29946";"2015-01-04 16:37:15";"1565";"712971";"python-pyramid";"https://www.openhub.net/p/python-pyramid.xml";"https://www.openhub.net/p/python-pyramid";"2014-01-09T03:03:52Z";"2015-01-02T22:35:07Z";"http://pylonsproject.org";"None";"0";"0";"60";"2";"53";"222";"480";"7965";"56604";"Python";"True";"1398";"1077";"0";"0";"364";"714"
"1344";"yahoo/mojito";"yahoo/mojito";"https://github.com/yahoo/mojito";"247";"1589";"12";"2012-03-29 19:41:48";"False";"True";"36";"True";"247";"2014-12-08 17:50:45";"80978";"2015-01-03 15:53:37";"1589";"598170";"Yahoo! Mojito Framework";"https://www.openhub.net/p/yahoo_mojito.xml";"https://www.openhub.net/p/yahoo_mojito";"2012-05-16T19:22:30Z";"2015-01-02T23:15:22Z";"http://developer.yahoo.com/cocktails/mojito/";"None";"0";"0";"40";"2";"11";"57";"341";"4012";"60864";"JavaScript";"True";"1";"1";"0";"0";"0";"0"
"1337";"postrank-labs/goliath";"postrank-labs/goliath";"https://github.com/postrank-labs/goliath";"199";"2077";"25";"2011-01-06 21:25:45";"False";"True";"22";"True";"199";"2015-01-02 16:16:08";"3387";"2015-01-04 15:32:21";"2077";"583980";"Goliath";"https://www.openhub.net/p/Goliath.xml";"https://www.openhub.net/p/Goliath";"2011-05-21T04:03:47Z";"2015-01-02T22:11:47Z";"http://goliath.io";"None";"0";"0";"40";"2";"10";"81";"25";"728";"6128";"Ruby";"True";"29";"52";"0";"0";"0";"10"
"1045";"sonatype/plexus-pom";"sonatype/plexus-pom";"https://github.com/sonatype/plexus-pom";"0";"1";"31";"2010-11-02 17:20:02";"False";"True";"0";"True";"0";"2014-11-14 18:39:48";"14488";"2013-11-29 07:54:46";"1";"5381";"Plexus";"https://www.openhub.net/p/plexus.xml";"https://www.openhub.net/p/plexus";"2007-05-15T08:41:46Z";"2015-01-05T19:10:43Z";"http://plexus.codehaus.org";"4.0";"3";"0";"60";"13";"17";"93";"333";"13854";"480388";"Java";"None";"0";"0";"0";"0";"0";"0"
"1040";"zikula/core";"zikula/core";"https://github.com/zikula/core";"70";"147";"15";"2010-07-18 10:35:53";"False";"True";"111";"True";"70";"2015-01-05 21:10:38";"56085";"2015-01-05 21:10:38";"147";"71";"Zikula";"https://www.openhub.net/p/zikula.xml";"https://www.openhub.net/p/zikula";"2006-10-10T15:51:31Z";"2015-01-05T20:38:43Z";"http://zikula.org";"4.0";"23";"3";"0";"31";"12";"59";"106";"5408";"295314";"PHP";"None";"0";"0";"0";"0";"0";"0"
"1138";"mulesoft/mule";"mulesoft/mule";"https://github.com/mulesoft/mule";"213";"151";"156";"2012-12-07 19:23:06";"False";"False";"12";"True";"213";"2015-01-05 22:45:54";"376185";"2015-01-05 20:53:03";"151";"3496";"Mule";"https://www.openhub.net/p/mule.xml";"https://www.openhub.net/p/mule";"2006-10-31T20:59:01Z";"2015-01-03T22:22:43Z";"http://www.mulesoft.org";"3.92857";"14";"0";"70";"22";"42";"120";"1684";"53952";"1996469";"Java";"None";"0";"0";"0";"0";"0";"0"
"1352";"Pylons/pyramid";"Pylons/pyramid";"https://github.com/Pylons/pyramid";"541";"1565";"19";"2010-10-24 22:00:35";"False";"True";"123";"True";"541";"2015-01-02 05:51:49";"29946";"2015-01-04 16:37:15";"1565";"712971";"python-pyramid";"https://www.openhub.net/p/python-pyramid.xml";"https://www.openhub.net/p/python-pyramid";"2014-01-09T03:03:52Z";"2015-01-02T22:35:07Z";"http://pylonsproject.org";"None";"0";"0";"60";"2";"53";"222";"480";"7965";"56604";"Python";"False";"18";"16";"0";"0";"7";"5"
"1344";"yahoo/mojito";"yahoo/mojito";"https://github.com/yahoo/mojito";"247";"1589";"12";"2012-03-29 19:41:48";"False";"True";"36";"True";"247";"2014-12-08 17:50:45";"80978";"2015-01-03 15:53:37";"1589";"598170";"Yahoo! Mojito Framework";"https://www.openhub.net/p/yahoo_mojito.xml";"https://www.openhub.net/p/yahoo_mojito";"2012-05-16T19:22:30Z";"2015-01-02T23:15:22Z";"http://developer.yahoo.com/cocktails/mojito/";"None";"0";"0";"40";"2";"11";"57";"341";"4012";"60864";"JavaScript";"True";"315";"122";"0";"48";"0";"35"
"1337";"postrank-labs/goliath";"postrank-labs/goliath";"https://github.com/postrank-labs/goliath";"199";"2077";"25";"2011-01-06 21:25:45";"False";"True";"22";"True";"199";"2015-01-02 16:16:08";"3387";"2015-01-04 15:32:21";"2077";"583980";"Goliath";"https://www.openhub.net/p/Goliath.xml";"https://www.openhub.net/p/Goliath";"2011-05-21T04:03:47Z";"2015-01-02T22:11:47Z";"http://goliath.io";"None";"0";"0";"40";"2";"10";"81";"25";"728";"6128";"Ruby";"False";"36";"97";"12";"12";"0";"0"
"1045";"sonatype/plexus-pom";"sonatype/plexus-pom";"https://github.com/sonatype/plexus-pom";"0";"1";"31";"2010-11-02 17:20:02";"False";"True";"0";"True";"0";"2014-11-14 18:39:48";"14488";"2013-11-29 07:54:46";"1";"5381";"Plexus";"https://www.openhub.net/p/plexus.xml";"https://www.openhub.net/p/plexus";"2007-05-15T08:41:46Z";"2015-01-05T19:10:43Z";"http://plexus.codehaus.org";"4.0";"3";"0";"60";"13";"17";"93";"333";"13854";"480388";"Java";"None";"0";"0";"0";"0";"0";"0"
"1040";"zikula/core";"zikula/core";"https://github.com/zikula/core";"70";"147";"15";"2010-07-18 10:35:53";"False";"True";"111";"True";"70";"2015-01-05 21:10:38";"56085";"2015-01-05 21:10:38";"147";"71";"Zikula";"https://www.openhub.net/p/zikula.xml";"https://www.openhub.net/p/zikula";"2006-10-10T15:51:31Z";"2015-01-05T20:38:43Z";"http://zikula.org";"4.0";"23";"3";"0";"31";"12";"59";"106";"5408";"295314";"PHP";"True";"1956";"1784";"0";"0";"654";"223"
"1138";"mulesoft/mule";"mulesoft/mule";"https://github.com/mulesoft/mule";"213";"151";"156";"2012-12-07 19:23:06";"False";"False";"12";"True";"213";"2015-01-05 22:45:54";"376185";"2015-01-05 20:53:03";"151";"3496";"Mule";"https://www.openhub.net/p/mule.xml";"https://www.openhub.net/p/mule";"2006-10-31T20:59:01Z";"2015-01-03T22:22:43Z";"http://www.mulesoft.org";"3.92857";"14";"0";"70";"22";"42";"120";"1684";"53952";"1996469";"Java";"True";"4";"4";"0";"0";"0";"0"
"1352";"Pylons/pyramid";"Pylons/pyramid";"https://github.com/Pylons/pyramid";"541";"1565";"19";"2010-10-24 22:00:35";"False";"True";"123";"True";"541";"2015-01-02 05:51:49";"29946";"2015-01-04 16:37:15";"1565";"712971";"python-pyramid";"https://www.openhub.net/p/python-pyramid.xml";"https://www.openhub.net/p/python-pyramid";"2014-01-09T03:03:52Z";"2015-01-02T22:35:07Z";"http://pylonsproject.org";"None";"0";"0";"60";"2";"53";"222";"480";"7965";"56604";"Python";"True";"1";"0";"0";"0";"0";"0"
"1344";"yahoo/mojito";"yahoo/mojito";"https://github.com/yahoo/mojito";"247";"1589";"12";"2012-03-29 19:41:48";"False";"True";"36";"True";"247";"2014-12-08 17:50:45";"80978";"2015-01-03 15:53:37";"1589";"598170";"Yahoo! Mojito Framework";"https://www.openhub.net/p/yahoo_mojito.xml";"https://www.openhub.net/p/yahoo_mojito";"2012-05-16T19:22:30Z";"2015-01-02T23:15:22Z";"http://developer.yahoo.com/cocktails/mojito/";"None";"0";"0";"40";"2";"11";"57";"341";"4012";"60864";"JavaScript";"True";"222";"2";"573";"0";"0";"0"
"1337";"postrank-labs/goliath";"postrank-labs/goliath";"https://github.com/postrank-labs/goliath";"199";"2077";"25";"2011-01-06 21:25:45";"False";"True";"22";"True";"199";"2015-01-02 16:16:08";"3387";"2015-01-04 15:32:21";"2077";"583980";"Goliath";"https://www.openhub.net/p/Goliath.xml";"https://www.openhub.net/p/Goliath";"2011-05-21T04:03:47Z";"2015-01-02T22:11:47Z";"http://goliath.io";"None";"0";"0";"40";"2";"10";"81";"25";"728";"6128";"Ruby";"True";"6";"6";"0";"2";"0";"2"
"1045";"sonatype/plexus-pom";"sonatype/plexus-pom";"https://github.com/sonatype/plexus-pom";"0";"1";"31";"2010-11-02 17:20:02";"False";"True";"0";"True";"0";"2014-11-14 18:39:48";"14488";"2013-11-29 07:54:46";"1";"5381";"Plexus";"https://www.openhub.net/p/plexus.xml";"https://www.openhub.net/p/plexus";"2007-05-15T08:41:46Z";"2015-01-05T19:10:43Z";"http://plexus.codehaus.org";"4.0";"3";"0";"60";"13";"17";"93";"333";"13854";"480388";"Java";"None";"0";"0";"0";"0";"0";"0"
"1040";"zikula/core";"zikula/core";"https://github.com/zikula/core";"70";"147";"15";"2010-07-18 10:35:53";"False";"True";"111";"True";"70";"2015-01-05 21:10:38";"56085";"2015-01-05 21:10:38";"147";"71";"Zikula";"https://www.openhub.net/p/zikula.xml";"https://www.openhub.net/p/zikula";"2006-10-10T15:51:31Z";"2015-01-05T20:38:43Z";"http://zikula.org";"4.0";"23";"3";"0";"31";"12";"59";"106";"5408";"295314";"PHP";"None";"0";"0";"0";"0";"0";"0"
"1138";"mulesoft/mule";"mulesoft/mule";"https://github.com/mulesoft/mule";"213";"151";"156";"2012-12-07 19:23:06";"False";"False";"12";"True";"213";"2015-01-05 22:45:54";"376185";"2015-01-05 20:53:03";"151";"3496";"Mule";"https://www.openhub.net/p/mule.xml";"https://www.openhub.net/p/mule";"2006-10-31T20:59:01Z";"2015-01-03T22:22:43Z";"http://www.mulesoft.org";"3.92857";"14";"0";"70";"22";"42";"120";"1684";"53952";"1996469";"Java";"True";"1";"1";"0";"0";"0";"0"
